bra,agi,Tair10_desc
Bo5g005520,AT1G05320,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: fruit; CONTAINS InterPro DOMAIN/s: Prefoldin (InterPro:IPR009053); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G32240.1); Has 205658 Blast hits to 89336 proteins in 2499 species: Archae - 2336; Bacteria - 33619; Metazoa - 92986; Fungi - 14305; Plants - 7441; Viruses - 1151; Other Eukaryotes - 53820 (source: NCBI BLink).
Bo5g005510,AT1G05310,pectinesterase family protein
Bo5g005490,AT1G05300,ZIP5; cation transmembrane transporter/ metal ion transmembrane transporter
Bo5g005480,AT1G05291,unknown protein
Bo5g005470,AT1G05290,transcription factor
Bo5g005390,AT1G05270,TraB family protein
Bo5g005350,AT1G05230,HDG2 (HOMEODOMAIN GLABROUS 2); DNA binding / transcription factor
Bo5g005340,AT1G05210,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Transmembrane protein 97 predicted (InterPro:IPR016964); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G32380.1); Has 101 Blast hits to 101 proteins in 32 species: Archae - 0; Bacteria - 0; Metazoa - 49; Fungi - 9; Plants - 41; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).
Bo5g005330,AT1G05205,unknown protein
Bo5g005320,AT1G05200,ATGLR3.4; intracellular ligand-gated ion channel
Bo5g005310,AT1G05190,emb2394 (embryo defective 2394); structural constituent of ribosome
Bo5g005300,AT1G05180,AXR1 (AUXIN RESISTANT 1); small protein activating enzyme
Bo5g005220,AT1G05100,MAPKKK18; ATP binding / kinase/ protein kinase/ protein serine/threonine kinase
Bo5g005210,AT1G05090,dentin sialophosphoprotein-related
Bo5g005200,AT1G05070,unknown protein
Bo5g005190,AT1G05065,CLE20 (CLAVATA3/ESR-RELATED 20); protein binding / receptor binding
Bo5g005150,AT1G05020,epsin N-terminal homology (ENTH) domain-containing protein / clathrin assembly protein-related
Bo5g005140,AT1G05010,EFE (ETHYLENE-FORMING ENZYME); 1-aminocyclopropane-1-carboxylate oxidase
Bo5g005130,AT1G05000,tyrosine specific protein phosphatase family protein
Bo5g005070,AT1G04970,lipid-binding serum glycoprotein family protein
Bo5g005050,AT1G04960,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1664 (InterPro:IPR012458); BEST Arabidopsis thaliana protein match is: bZIP family transcription factor (TAIR:AT1G27000.1); Has 95 Blast hits to 94 proteins in 14 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 0; Plants - 89; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).
Bo5g005030,AT1G04930,hydroxyproline-rich glycoprotein family protein
Bo5g005000,AT1G04900,unknown protein
Bo5g004980,AT1G04890,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Intermediate filament protein conserved site (InterPro:IPR018039) Protein of unknown function DUF593 (InterPro:IPR007656); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G13630.1); Has 6609 Blast hits to 4661 proteins in 382 species: Archae - 48; Bacteria - 283; Metazoa - 4004; Fungi - 343; Plants - 346; Viruses - 6; Other Eukaryotes - 1579 (source: NCBI BLink).
Bo5g004970,AT1G04880,high mobility group (HMG1/2) family protein / ARID/BRIGHT DNA-binding domain-containing protein
Bo5g004910,AT1G04790,zinc finger (C3HC4-type RING finger) family protein
Bo5g004870,AT1G04770,male sterility MS5 family protein
Bo5g004860,AT1G04750,VAMP721 (VESICLE-ASSOCIATED MEMBRANE PROTEIN 721)
Bo5g004830,AT1G04700,protein kinase family protein
Bo5g004820,AT1G04690,KAB1 (POTASSIUM CHANNEL BETA SUBUNIT); oxidoreductase/ potassium channel
Bo5g004810,AT1G04680,pectate lyase family protein
Bo5g004800,AT1G04670,unknown protein
Bo5g004790,AT1G04660,glycine-rich protein
Bo5g004760,AT1G04630,MEE4 (maternal effect embryo arrest 4)
Bo5g004750,AT1G04620,coenzyme F420 hydrogenase family / dehydrogenase beta subunit family
Bo5g004740,AT1G04610,flavin-containing monooxygenase / FMO (YUCCA3)
Bo5g004720,AT1G04590,FUNCTIONS IN: molecular_function unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: pentatricopeptide (PPR) repeat-containing protein (TAIR:AT4G18975.3); Has 54 Blast hits to 54 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 52; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).
Bo5g004710,AT1G04580,AAO4 (ARABIDOPSIS ALDEHYDE OXIDASE 4); aldehyde oxidase/ aryl-aldehyde oxidase
Bo5g004700,AT1G04570,integral membrane transporter family protein
Bo5g004670,AT1G04540,C2 domain-containing protein
Bo5g004660,AT1G04530,binding
Bo5g004650,AT1G04520,PDLP2 (PLASMODESMATA-LOCATED PROTEIN 2)
Bo5g004630,AT1G04500,zinc finger CONSTANS-related
Bo5g004620,AT1G04480,60S ribosomal protein L23 (RPL23A)
Bo5g004610,AT1G04470,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: male gametophyte pollen tube; EXPRESSED DURING: L mature pollen stage M germinated pollen stage; CONTAINS InterPro DOMAIN/s: Munc13 homology 1 (InterPro:IPR014770) Protein of unknown function DUF810 (InterPro:IPR008528) Munc13 homology 2 (InterPro:IPR014772); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G33420.1); Has 116 Blast hits to 109 proteins in 23 species: Archae - 0; Bacteria - 1; Metazoa - 4; Fungi - 4; Plants - 95; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink).
Bo5g004590,AT1G04430,dehydration-responsive protein-related
Bo5g004580,AT1G04420,aldo/keto reductase family protein
Bo5g004570,AT1G04410,malate dehydrogenase cytosolic putative
Bo5g004560,AT1G04400,CRY2 (CRYPTOCHROME 2); blue light photoreceptor/ protein homodimerization
Bo5g004550,AT1G04390,protein binding
Bo5g004520,AT1G04370,ATERF14 (Ethylene-responsive element binding factor 14); DNA binding / transcription factor
Bo5g004510,AT1G04360,zinc finger (C3HC4-type RING finger) family protein
Bo5g004490,AT1G04350,2-oxoglutarate-dependent dioxygenase putative
Bo5g004480,AT1G04340,lesion inducing protein-related
Bo5g004470,AT1G04330,unknown protein
Bo5g004440,AT1G04290,thioesterase family protein
Bo5g004430,AT1G04280,unknown protein
Bo5g004380,AT1G04220,KCS2 (3-KETOACYL-COA SYNTHASE 2); fatty acid elongase
Bo5g004350,AT1G04180,flavin-containing monooxygenase family protein / FMO family protein
Bo5g004340,AT1G04170,EIF2 GAMMA; translation factor nucleic acid binding / translation initiation factor
Bo5g004330,AT1G04120,ATMRP5; ATPase coupled to transmembrane movement of substances / sulfonylurea receptor
Bo5g004320,AT1G04110,SDD1 (STOMATAL DENSITY AND DISTRIBUTION); serine-type endopeptidase
Bo5g004310,AT1G04100,IAA10; transcription factor
Bo5g004300,AT1G04090,unknown protein
Bo5g004290,AT1G04080,PRP39; binding
Bo5g004280,AT1G04070,TOM22-I (TRANSLOCASE OF OUTER MEMBRANE 22-I); P-P-bond-hydrolysis-driven protein transmembrane transporter
Bo5g004270,AT1G04010,phosphatidate-sterol O-acyltransferase/ phosphatidylcholine-sterol O-acyltransferase/ phosphatidylethanolamine-sterol O-acyltransferase
Bo5g004260,AT1G04000,unknown protein
Bo5g004250,AT1G03990,alcohol oxidase-related
Bo5g004240,AT1G03982,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: PAK-box/P21-Rho-binding (InterPro:IPR000095); BEST Arabidopsis thaliana protein match is: RIC6 (ROP-INTERACTIVE CRIB MOTIF-CONTAINING PROTEIN 6) (TAIR:AT2G20430.1); Has 96 Blast hits to 96 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 86; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink).
Bo5g004230,AT1G03970,GBF4; DNA binding / sequence-specific DNA binding / transcription factor
Bo5g004220,AT1G03950,VPS2.3 (VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 2.3)
Bo5g004210,AT1G03920,protein kinase putative
Bo5g004180,AT1G03880,CRU2 (CRUCIFERIN 2); nutrient reservoir
Bo5g004170,AT1G03870,FLA9 (FASCICLIN-LIKE ARABINOOGALACTAN 9)
Bo5g004160,AT1G03860,ATPHB2 (PROHIBITIN 2)
Bo5g004150,AT1G03850,glutaredoxin family protein
Bo5g004110,AT1G03820,unknown protein
Bo5g004100,AT1G03810,DNA-binding protein-related
Bo5g004090,AT1G03800,ERF10 (ERF DOMAIN PROTEIN 10); DNA binding / transcription factor/ transcription repressor
Bo5g004080,AT1G03790,SOM (SOMNUS); nucleic acid binding / transcription factor
Bo5g004060,AT1G03670,ankyrin repeat family protein
Bo5g004050,AT1G03770,RING1B (RING 1B); protein binding / zinc ion binding
Bo5g004040,AT1G03760,prefoldin subunit family protein
Bo5g004020,AT1G03710,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: 8 growth stages; CONTAINS InterPro DOMAIN/s: Cystatin-related plant (InterPro:IPR006525); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G17110.1); Has 51 Blast hits to 49 proteins in 5 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 46; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).
Bo5g003990,AT1G03630,POR C (PROTOCHLOROPHYLLIDE OXIDOREDUCTASE); NADPH dehydrogenase/ oxidoreductase/ protochlorophyllide reductase
Bo5g003980,AT1G03620,phagocytosis and cell motility protein ELMO1-related
Bo5g003970,AT1G03610,unknown protein
Bo5g003960,AT1G03600,photosystem II family protein
Bo5g003950,AT1G03590,catalytic/ protein serine/threonine phosphatase
Bo5g003940,AT1G03560,pentatricopeptide (PPR) repeat-containing protein
Bo5g003930,AT1G03550,secretory carrier membrane protein (SCAMP) family protein
Bo5g003900,AT1G03475,LIN2 (LESION INITIATION 2); coproporphyrinogen oxidase
Bo5g003890,AT1G03470,kinase interacting family protein
Bo5g003880,AT1G03457,RNA-binding protein putative
Bo5g003870,AT1G03440,leucine-rich repeat family protein
Bo5g003860,AT1G03430,AHP5 (HISTIDINE-CONTAINING PHOSPHOTRANSFER FACTOR 5); histidine phosphotransfer kinase
Bo5g003820,AT1G03390,transferase family protein
Bo5g003810,AT1G03380,AtATG18g
Bo5g003790,AT1G03360,ATRRP4 (ARABIDOPSIS THALIANA RIBOSOMAL RNA PROCESSING 4); RNA binding / exonuclease
Bo5g003780,AT1G03350,BSD domain-containing protein
Bo5g003770,AT1G03340,unknown protein
Bo5g003760,AT1G03330,small nuclear ribonucleoprotein D putative / snRNP core SM-like protein putative / U6 snRNA-associated Sm-like protein putative
Bo5g003750,AT1G03320,unknown protein
Bo5g003740,AT1G03310,isoamylase putative / starch debranching enzyme putative
Bo5g003690,AT1G03250,unknown protein
Bo5g003680,AT1G03210,phenazine biosynthesis PhzC/PhzF family protein
Bo5g003670,AT1G03170,unknown protein
Bo5g003660,AT1G03150,GCN5-related N-acetyltransferase (GNAT) family protein
Bo5g003640,AT1G03120,ATRAB28
Bo5g003620,AT1G03100,pentatricopeptide (PPR) repeat-containing protein
Bo5g003610,AT1G03080,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Prefoldin (InterPro:IPR009053) KIP1-like (InterPro:IPR011684); BEST Arabidopsis thaliana protein match is: kinase interacting family protein (TAIR:AT3G22790.1); Has 169162 Blast hits to 69460 proteins in 2232 species: Archae - 2114; Bacteria - 24914; Metazoa - 82448; Fungi - 11850; Plants - 6375; Viruses - 760; Other Eukaryotes - 40701 (source: NCBI BLink).
Bo5g003600,AT1G03060,WD-40 repeat family protein / beige-related
Bo5g003580,AT1G03040,basic helix-loop-helix (bHLH) family protein
Bo5g003570,AT1G03020,glutaredoxin family protein
Bo5g003560,AT1G03010,phototropic-responsive NPH3 family protein
Bo5g003530,AT1G02980,CUL2 (CULLIN 2); ubiquitin protein ligase binding
Bo5g003510,AT1G02920,GSTF7; copper ion binding / glutathione binding / glutathione transferase
Bo5g003500,AT1G02900,RALF1 (RAPID ALKALINIZATION FACTOR 1); signal transducer
Bo5g003440,AT1G02870,unknown protein
Bo5g003430,AT1G02860,NLA (nitrogen limitation adaptation); ubiquitin-protein ligase
Bo5g003420,AT1G02850,BGLU11 (BETA GLUCOSIDASE 11); catalytic/ cation binding / hydrolase hydrolyzing O-glycosyl compounds
Bo5g003380,AT1G02790,PGA4 (POLYGALACTURONASE 4); polygalacturonase
Bo5g003370,AT1G02780,emb2386 (embryo defective 2386); structural constituent of ribosome
Bo5g003360,AT1G02750,zinc ion binding
Bo5g003350,AT1G02730,ATCSLD5; 14-beta-D-xylan synthase/ cellulose synthase
Bo5g003300,AT1G02680,TAF13 (TBP-ASSOCIATED FACTOR 13); DNA binding / RNA polymerase II transcription factor
Bo5g003290,AT1G02640,BXL2 (BETA-XYLOSIDASE 2); hydrolase hydrolyzing O-glycosyl compounds
Bo5g003250,AT1G02610,zinc finger (C3HC4-type RING finger) family protein
Bo5g003240,AT1G02580,MEA (MEDEA); sequence-specific DNA binding / transcription factor
Bo5g003230,AT1G02570,unknown protein
Bo5g003220,AT1G02560,CLPP5 (NUCLEAR ENCODED CLP PROTEASE 5); serine-type endopeptidase
Bo5g003210,AT1G02520,PGP11 (P-GLYCOPROTEIN 11); ATPase coupled to transmembrane movement of substances
Bo5g003200,AT1G02470,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: 4 anthesis C globular stage petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Streptomyces cyclase/dehydrase (InterPro:IPR005031); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G02475.1); Has 273 Blast hits to 273 proteins in 85 species: Archae - 0; Bacteria - 160; Metazoa - 0; Fungi - 0; Plants - 29; Viruses - 0; Other Eukaryotes - 84 (source: NCBI BLink).
Bo5g003190,AT1G02460,glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein
Bo5g003170,AT1G02430,ATARFD1B (ADP-ribosylation factor D1B); GTP binding
Bo5g003150,AT1G02410,cytochrome c oxidase assembly protein CtaG / Cox11 family
Bo5g003140,AT1G02400,GA2OX6 (GIBBERELLIN 2-OXIDASE 6); gibberellin 2-beta-dioxygenase
Bo5g003130,AT1G02390,GPAT2 (GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE 2); acyltransferase
Bo5g003110,AT1G02380,unknown protein
Bo5g003100,AT1G02370,pentatricopeptide (PPR) repeat-containing protein
Bo5g003080,AT1G02360,chitinase putative
Bo5g003020,AT1G02330,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Hepatocellular carcinoma-associated antigen 59 (InterPro:IPR010756); Has 1111 Blast hits to 862 proteins in 155 species: Archae - 2; Bacteria - 54; Metazoa - 381; Fungi - 93; Plants - 45; Viruses - 5; Other Eukaryotes - 531 (source: NCBI BLink).
Bo5g003010,AT1G02310,glycosyl hydrolase family protein 5 / cellulase family protein / (1-4)-beta-mannan endohydrolase putative
Bo5g002990,AT1G02280,TOC33 (TRANSLOCON AT THE OUTER ENVELOPE MEMBRANE OF CHLOROPLASTS 33); GTP binding / GTPase/ protein binding
Bo5g002970,AT1G02270,endonuclease/exonuclease/phosphatase family protein / calcium-binding EF hand family protein
Bo5g002790,AT1G01030,NGA3 (NGATHA3); transcription factor
Bo5g002780,AT1G01040,DCL1 (DICER-LIKE 1); ATP-dependent helicase/ double-stranded RNA binding / protein binding / ribonuclease III
Bo5g002770,AT1G01050,AtPPa1 (Arabidopsis thaliana pyrophosphorylase 1); inorganic diphosphatase
Bo5g002750,AT1G01070,nodulin MtN21 family protein
Bo5g002710,AT1G01100,60S acidic ribosomal protein P1 (RPP1A)
Bo5g002700,AT1G01110,IQD18 (IQ-domain 18)
Bo5g002690,AT1G01120,KCS1 (3-KETOACYL-COA SYNTHASE 1); acyltransferase/ fatty acid elongase
Bo5g002680,AT1G01140,CIPK9 (CBL-INTERACTING PROTEIN KINASE 9); ATP binding / kinase/ protein kinase/ protein serine/threonine kinase
Bo5g002670,AT1G01160,SSXT protein-related / transcription co-activator-related
Bo5g002660,AT1G01170,ozone-responsive stress-related protein putative
Bo5g002650,AT1G01180,unknown protein
Bo5g002640,AT1G01190,CYP78A8; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding
Bo5g002630,AT1G01200,ATRABA3 (ARABIDOPSIS RAB GTPASE HOMOLOG A3); GTP binding
Bo5g002600,AT1G01250,AP2 domain-containing transcription factor putative
Bo5g002590,AT1G01260,basic helix-loop-helix (bHLH) family protein
Bo5g002580,AT1G01280,CYP703A2 (CYTOCHROME P450 FAMILY 703 SUBFAMILY A POLYPEPTIDE 2); oxidoreductase acting on paired donors with incorporation or reduction of molecular oxygen NADH or NADPH as one donor and incorporation of one atom of oxygen / oxygen binding
Bo5g002570,AT1G01300,aspartyl protease family protein
Bo5g002560,AT1G01310,allergen V5/Tpx-1-related family protein
Bo5g002550,AT1G01320,tetratricopeptide repeat (TPR)-containing protein
Bo5g002530,AT1G01360,unknown protein
Bo5g002510,AT1G01390,UDP-glucoronosyl/UDP-glucosyl transferase family protein
Bo5g002500,AT1G01430,unknown protein
Bo5g002490,AT1G01440,extra-large G-protein-related
Bo5g002480,AT1G01453,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Harpin-induced 1 (InterPro:IPR010847); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G01110.1); Has 125 Blast hits to 124 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 125; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
Bo5g002470,AT1G01460,PIPK11; 1-phosphatidylinositol-4-phosphate 5-kinase/ phosphatidylinositol phosphate kinase
Bo5g002460,AT1G01480,ACS2; 1-aminocyclopropane-1-carboxylate synthase
Bo5g002450,AT1G01490,heavy-metal-associated domain-containing protein
Bo5g002420,AT1G01540,protein kinase family protein
Bo5g002410,AT1G01550,BPS1 (BYPASS 1)
Bo5g002400,AT1G01570,fringe-related protein
Bo5g002390,AT1G01580,FRO2 (FERRIC REDUCTION OXIDASE 2); ferric-chelate reductase
Bo5g002380,AT1G01600,CYP86A4; fatty acid (omega-1)-hydroxylase/ oxygen binding
Bo5g001370,AT1G02180,ferredoxin-related
Bo5g001360,AT1G02160,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: MTCP1 (InterPro:IPR009069) CHCH (InterPro:IPR010625); Has 27 Blast hits to 27 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 16; Plants - 9; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
Bo5g001350,AT1G02150,pentatricopeptide (PPR) repeat-containing protein
Bo5g001340,AT1G02145,transferase transferring glycosyl groups
Bo5g001320,AT1G02120,VAD1 (VASCULAR ASSOCIATED DEATH1)
Bo5g001310,AT1G02090,FUS5 (FUSCA 5); MAP kinase kinase
